scan_id,order_id,scan_type,scan_timestamp,staff_id
69,48,pickup_scan,2025-11-04 00:00,14
70,48,dropoff_scan,2025-11-05 11:00,13
71,49,pickup_scan,2025-10-22 02:00,19
72,50,pickup_scan,2025-04-30 19:00,22
73,50,dropoff_scan,2025-05-01 05:00,20
74,51,pickup_scan,2025-04-16 01:00,21
75,51,dropoff_scan,2025-04-22 07:00,6
76,52,pickup_scan,2025-09-19 22:00,4
77,52,dropoff_scan,2025-09-24 17:00,4
78,53,pickup_scan,2025-03-11 01:00,11
79,54,pickup_scan,2025-06-10 03:00,6
80,54,dropoff_scan,2025-06-16 04:00,10
81,55,pickup_scan,2025-04-22 06:00,25
82,56,pickup_scan,2025-12-24 07:00,2
83,56,dropoff_scan,2025-12-30 05:00,12
84,57,pickup_scan,2025-07-22 12:00,18
85,57,dropoff_scan,2025-07-26 15:00,14
86,58,pickup_scan,2025-07-23 21:00,7
87,58,dropoff_scan,2025-07-25 14:00,14
88,59,pickup_scan,2025-10-05 16:00,5
89,60,pickup_scan,2025-11-08 13:00,16
90,60,dropoff_scan,2025-11-12 06:00,23
91,61,pickup_scan,2025-01-23 17:00,25
92,62,pickup_scan,2025-08-25 00:00,6
93,62,dropoff_scan,2025-08-29 15:00,23
94,63,pickup_scan,2025-10-01 18:00,11
95,63,dropoff_scan,2025-10-04 09:00,20
96,64,pickup_scan,2025-03-12 02:00,19
97,65,pickup_scan,2025-06-08 07:00,17
98,65,dropoff_scan,2025-06-10 02:00,4
99,66,pickup_scan,2025-04-16 18:00,1
100,66,dropoff_scan,2025-04-20 17:00,6
101,67,pickup_scan,2025-01-17 10:00,18
102,67,dropoff_scan,2025-01-17 08:00,12
103,68,pickup_scan,2025-01-22 17:00,8
104,68,dropoff_scan,2025-01-25 10:00,5
105,70,pickup_scan,2025-05-15 03:00,25
106,71,pickup_scan,2025-03-24 18:00,10
107,71,dropoff_scan,2025-03-24 17:00,5
108,72,pickup_scan,2025-10-14 20:00,5
109,72,dropoff_scan,2025-10-15 01:00,14
110,73,pickup_scan,2025-05-01 12:00,12
111,73,dropoff_scan,2025-05-04 23:00,8
112,74,pickup_scan,2025-01-04 19:00,13
113,74,dropoff_scan,2025-01-10 12:00,22
114,75,pickup_scan,2025-03-16 02:00,18
115,76,pickup_scan,2025-03-14 04:00,2
116,76,dropoff_scan,2025-03-14 17:00,21
117,77,pickup_scan,2025-08-21 11:00,15
118,78,pickup_scan,2025-11-05 10:00,8
119,78,dropoff_scan,2025-11-07 00:00,20
120,79,pickup_scan,2025-03-31 23:00,6
121,79,dropoff_scan,2025-04-03 23:00,15
122,81,pickup_scan,2025-02-15 02:00,19
123,81,dropoff_scan,2025-02-17 11:00,19
124,82,pickup_scan,2025-01-27 23:00,19
125,82,dropoff_scan,2025-02-01 13:00,18
126,83,pickup_scan,2025-10-05 05:00,25
127,83,dropoff_scan,2025-10-10 16:00,24
128,84,pickup_scan,2025-09-09 13:00,3
129,84,dropoff_scan,2025-09-16 08:00,24
130,85,pickup_scan,2025-11-24 21:00,9
131,85,dropoff_scan,2025-11-29 06:00,14
132,86,pickup_scan,2025-04-23 05:00,3
133,86,dropoff_scan,2025-04-27 06:00,11
134,87,pickup_scan,2025-11-19 11:00,3
135,87,dropoff_scan,2025-11-23 02:00,24
136,88,pickup_scan,2025-06-13 16:00,16
137,88,dropoff_scan,2025-06-13 09:00,5
138,89,pickup_scan,2025-10-21 04:00,10
139,89,dropoff_scan,2025-10-21 12:00,23
140,90,pickup_scan,2025-09-12 10:00,20
141,91,pickup_scan,2025-02-16 21:00,6
142,91,dropoff_scan,2025-02-23 02:00,12
143,92,pickup_scan,2025-11-11 08:00,14
144,92,dropoff_scan,2025-11-17 07:00,11
145,93,pickup_scan,2025-05-12 11:00,21
146,94,pickup_scan,2025-01-20 09:00,17
147,94,dropoff_scan,2025-01-23 20:00,9
148,95,pickup_scan,2025-10-31 20:00,6
149,95,dropoff_scan,2025-11-03 20:00,17
150,96,pickup_scan,2025-06-29 08:00,7
151,97,pickup_scan,2025-07-16 12:00,18
152,98,pickup_scan,2025-09-01 15:00,6
153,98,dropoff_scan,2025-09-04 01:00,5
154,99,pickup_scan,2025-12-02 10:00,3
155,100,pickup_scan,2025-03-23 11:00,5
156,100,dropoff_scan,2025-03-29 06:00,18
157,102,pickup_scan,2025-08-03 04:00,16
158,102,dropoff_scan,2025-08-04 02:00,5
159,103,pickup_scan,2025-01-18 02:00,11
160,103,dropoff_scan,2025-01-20 11:00,16
161,104,pickup_scan,2025-06-20 20:00,4
162,104,dropoff_scan,2025-06-26 10:00,18
163,105,pickup_scan,2025-07-19 23:00,4
164,106,pickup_scan,2025-05-12 12:00,3
165,107,pickup_scan,2025-05-19 05:00,13
166,107,dropoff_scan,2025-05-24 21:00,1
167,108,pickup_scan,2025-04-26 10:00,19
168,109,pickup_scan,2025-12-08 13:00,18
169,109,dropoff_scan,2025-12-12 19:00,9
170,110,pickup_scan,2025-08-26 21:00,3
171,110,dropoff_scan,2025-08-31 16:00,4
172,112,pickup_scan,2025-10-04 13:00,14
173,112,dropoff_scan,2025-10-09 02:00,5
174,113,pickup_scan,2025-12-19 08:00,17
175,113,dropoff_scan,2025-12-19 04:00,8
176,114,pickup_scan,2025-11-10 01:00,19
177,114,dropoff_scan,2025-11-10 13:00,13
178,115,pickup_scan,2025-08-23 08:00,24
179,115,dropoff_scan,2025-08-27 03:00,10
180,116,pickup_scan,2025-07-18 09:00,4
181,116,dropoff_scan,2025-07-23 16:00,15
182,117,pickup_scan,2025-10-13 00:00,21
183,118,pickup_scan,2025-06-15 14:00,14
184,118,dropoff_scan,2025-06-17 20:00,5
185,119,pickup_scan,2025-01-09 11:00,5
186,120,pickup_scan,2025-03-11 19:00,3
187,120,dropoff_scan,2025-03-14 06:00,20
188,121,pickup_scan,2025-02-25 00:00,4
189,122,pickup_scan,2025-08-07 17:00,5
190,122,dropoff_scan,2025-08-08 17:00,24
191,123,pickup_scan,2025-01-17 01:00,13
192,124,pickup_scan,2025-04-24 01:00,16
193,124,dropoff_scan,2025-04-26 13:00,9
194,125,pickup_scan,2025-06-12 10:00,12
195,125,dropoff_scan,2025-06-16 19:00,5
196,126,pickup_scan,2025-10-07 18:00,12
197,126,dropoff_scan,2025-10-12 20:00,2
198,127,pickup_scan,2025-06-04 13:00,5
199,127,dropoff_scan,2025-06-08 04:00,5
200,128,pickup_scan,2025-03-25 13:00,4
201,129,pickup_scan,2025-09-29 06:00,17
202,129,dropoff_scan,2025-10-03 18:00,9
203,133,pickup_scan,2025-04-18 10:00,25
204,135,pickup_scan,2025-06-24 15:00,5
205,135,dropoff_scan,2025-06-30 01:00,20
206,136,pickup_scan,2025-02-24 23:00,25
207,138,pickup_scan,2025-07-07 14:00,6
208,139,pickup_scan,2025-11-05 23:00,14
209,140,pickup_scan,2025-02-15 16:00,2
210,140,dropoff_scan,2025-02-18 15:00,25
211,141,pickup_scan,2025-10-23 05:00,11
212,141,dropoff_scan,2025-10-28 19:00,2
213,143,pickup_scan,2025-06-16 02:00,11
214,143,dropoff_scan,2025-06-19 20:00,8
215,144,pickup_scan,2025-08-18 18:00,13
216,144,dropoff_scan,2025-08-19 02:00,25
217,145,pickup_scan,2025-05-30 21:00,4
218,146,pickup_scan,2025-05-16 00:00,17
219,147,pickup_scan,2025-06-17 06:00,6
220,147,dropoff_scan,2025-06-22 19:00,17
221,149,pickup_scan,2025-07-04 00:00,17
222,149,dropoff_scan,2025-07-07 21:00,13
223,150,pickup_scan,2025-05-13 10:00,15
224,150,dropoff_scan,2025-05-17 03:00,9
225,151,pickup_scan,2025-08-19 11:00,23
226,151,dropoff_scan,2025-08-20 15:00,8
227,152,pickup_scan,2025-03-08 20:00,21
228,152,dropoff_scan,2025-03-14 20:00,14
229,153,pickup_scan,2025-03-22 21:00,14
230,153,dropoff_scan,2025-03-24 01:00,1
231,154,pickup_scan,2025-10-09 02:00,15
232,154,dropoff_scan,2025-10-09 17:00,25
233,155,pickup_scan,2025-01-21 20:00,8
234,155,dropoff_scan,2025-01-22 19:00,15
235,156,pickup_scan,2025-01-03 19:00,23
236,156,dropoff_scan,2025-01-05 09:00,8
237,157,pickup_scan,2025-04-03 18:00,5
238,157,dropoff_scan,2025-04-04 06:00,23
239,158,pickup_scan,2025-10-12 05:00,18
240,159,pickup_scan,2025-07-31 02:00,12
241,159,dropoff_scan,2025-08-04 04:00,8
242,160,pickup_scan,2025-04-26 08:00,12
243,160,dropoff_scan,2025-04-27 19:00,12
244,162,pickup_scan,2025-05-31 09:00,5
245,162,dropoff_scan,2025-06-05 09:00,25
246,163,pickup_scan,2025-07-21 18:00,15
247,163,dropoff_scan,2025-07-25 01:00,19
248,164,pickup_scan,2025-04-04 22:00,13
249,164,dropoff_scan,2025-04-11 02:00,3
250,165,pickup_scan,2025-08-05 18:00,14
251,165,dropoff_scan,2025-08-05 13:00,15
252,166,pickup_scan,2025-09-30 14:00,1
253,166,dropoff_scan,2025-10-05 18:00,4
254,167,pickup_scan,2025-12-08 04:00,5
255,167,dropoff_scan,2025-12-11 00:00,17
256,168,pickup_scan,2025-02-26 22:00,8
257,168,dropoff_scan,2025-03-02 16:00,19
258,170,pickup_scan,2025-03-29 13:00,22
259,170,dropoff_scan,2025-04-02 23:00,25
260,171,pickup_scan,2025-10-27 15:00,25
261,172,pickup_scan,2025-05-09 15:00,1
262,172,dropoff_scan,2025-05-09 15:00,20
263,173,pickup_scan,2025-07-24 03:00,3
264,174,pickup_scan,2025-02-08 09:00,3
265,174,dropoff_scan,2025-02-09 06:00,19
266,175,pickup_scan,2025-03-15 22:00,14
267,176,pickup_scan,2025-07-01 04:00,22
268,176,dropoff_scan,2025-07-07 14:00,7
269,177,pickup_scan,2025-05-26 06:00,6
270,177,dropoff_scan,2025-05-28 11:00,16
271,178,pickup_scan,2025-08-06 04:00,4
272,178,dropoff_scan,2025-08-09 05:00,18
273,179,pickup_scan,2025-03-30 12:00,8
274,179,dropoff_scan,2025-04-05 20:00,12
275,180,pickup_scan,2025-05-11 21:00,18
276,181,pickup_scan,2025-12-28 11:00,3
277,181,dropoff_scan,2026-01-02 22:00,24
278,182,pickup_scan,2025-10-25 12:00,8
279,182,dropoff_scan,2025-10-31 00:00,17
280,183,pickup_scan,2025-02-12 21:00,13
281,183,dropoff_scan,2025-02-19 12:00,3
282,184,pickup_scan,2025-11-08 19:00,23
283,184,dropoff_scan,2025-11-09 14:00,21
284,185,pickup_scan,2025-01-18 18:00,21
285,185,dropoff_scan,2025-01-19 20:00,22
286,186,pickup_scan,2025-04-04 19:00,7
287,187,pickup_scan,2025-10-21 19:00,21
288,187,dropoff_scan,2025-10-28 07:00,1
289,188,pickup_scan,2025-01-31 15:00,13
290,188,dropoff_scan,2025-02-06 09:00,6
291,190,pickup_scan,2025-04-15 17:00,10
292,190,dropoff_scan,2025-04-19 17:00,1
293,191,pickup_scan,2025-12-18 22:00,20
294,191,dropoff_scan,2025-12-21 23:00,18
295,193,pickup_scan,2025-01-03 14:00,13
296,193,dropoff_scan,2025-01-08 09:00,25
297,194,pickup_scan,2025-04-13 18:00,1
298,194,dropoff_scan,2025-04-15 20:00,21
299,196,pickup_scan,2025-12-05 01:00,19
300,199,pickup_scan,2025-09-06 06:00,7
301,201,pickup_scan,2025-03-09 14:00,17
302,201,dropoff_scan,2025-03-11 17:00,23
303,202,pickup_scan,2025-07-25 03:00,23
304,203,pickup_scan,2025-07-26 17:00,5
305,203,dropoff_scan,2025-07-31 00:00,9
306,204,pickup_scan,2025-01-06 22:00,24
307,204,dropoff_scan,2025-01-08 04:00,24
308,205,pickup_scan,2025-10-12 17:00,17
309,205,dropoff_scan,2025-10-14 03:00,20
310,208,pickup_scan,2025-10-22 22:00,10
311,208,dropoff_scan,2025-10-27 06:00,24
312,209,pickup_scan,2025-03-19 11:00,9
313,210,pickup_scan,2025-10-07 09:00,20
314,210,dropoff_scan,2025-10-12 16:00,14
315,211,pickup_scan,2025-03-20 22:00,23
316,211,dropoff_scan,2025-03-27 07:00,11
317,212,pickup_scan,2025-07-27 13:00,25
318,212,dropoff_scan,2025-07-27 12:00,2
319,213,pickup_scan,2025-11-03 04:00,9
320,213,dropoff_scan,2025-11-08 08:00,10
321,214,pickup_scan,2025-10-01 20:00,11
322,215,pickup_scan,2025-07-02 07:00,2
323,215,dropoff_scan,2025-07-04 18:00,3
324,216,pickup_scan,2025-02-18 17:00,2
325,216,dropoff_scan,2025-02-20 09:00,16
326,217,pickup_scan,2025-06-09 14:00,19
327,218,pickup_scan,2025-10-07 00:00,11
328,218,dropoff_scan,2025-10-11 12:00,20
329,219,pickup_scan,2025-04-16 08:00,17
330,219,dropoff_scan,2025-04-18 08:00,25
331,220,pickup_scan,2025-10-13 19:00,3
332,221,pickup_scan,2025-10-03 09:00,10
333,221,dropoff_scan,2025-10-03 15:00,22
334,222,pickup_scan,2025-12-14 04:00,3
335,222,dropoff_scan,2025-12-20 05:00,25
336,223,pickup_scan,2025-10-23 09:00,12
337,223,dropoff_scan,2025-10-24 20:00,1
338,224,pickup_scan,2025-09-07 00:00,8
339,224,dropoff_scan,2025-09-10 04:00,1
340,225,pickup_scan,2025-08-08 12:00,21
341,225,dropoff_scan,2025-08-12 12:00,5
342,226,pickup_scan,2025-12-19 13:00,2
343,226,dropoff_scan,2025-12-25 10:00,20
344,227,pickup_scan,2025-06-02 02:00,11
345,227,dropoff_scan,2025-06-04 22:00,17
346,228,pickup_scan,2025-07-19 21:00,22
347,228,dropoff_scan,2025-07-23 02:00,5
348,229,pickup_scan,2025-07-29 06:00,7
349,229,dropoff_scan,2025-07-30 19:00,3
350,230,pickup_scan,2025-12-15 09:00,15
351,230,dropoff_scan,2025-12-17 18:00,2
352,231,pickup_scan,2025-06-17 17:00,19
353,232,pickup_scan,2025-11-24 03:00,8
354,233,pickup_scan,2025-10-14 16:00,18
355,234,pickup_scan,2025-01-14 22:00,7
356,234,dropoff_scan,2025-01-19 22:00,13
357,235,pickup_scan,2025-07-22 23:00,11
358,235,dropoff_scan,2025-07-27 14:00,2
359,236,pickup_scan,2025-02-03 23:00,19
360,236,dropoff_scan,2025-02-06 09:00,5
361,237,pickup_scan,2025-02-13 20:00,23
362,238,pickup_scan,2025-07-21 17:00,15
363,238,dropoff_scan,2025-07-26 17:00,7
364,239,pickup_scan,2025-06-03 09:00,17
365,239,dropoff_scan,2025-06-05 21:00,5
366,240,pickup_scan,2025-01-28 11:00,5
367,240,dropoff_scan,2025-02-01 12:00,19
368,241,pickup_scan,2025-12-28 17:00,19
369,242,pickup_scan,2025-02-24 02:00,3
370,242,dropoff_scan,2025-03-02 12:00,20
371,243,pickup_scan,2025-06-11 13:00,5
372,243,dropoff_scan,2025-06-18 01:00,19
373,244,pickup_scan,2025-10-28 07:00,11
374,245,pickup_scan,2025-12-24 08:00,11
375,246,pickup_scan,2025-09-14 18:00,13
376,246,dropoff_scan,2025-09-15 07:00,2
377,247,pickup_scan,2025-07-25 18:00,14
378,249,pickup_scan,2025-03-09 06:00,11
379,249,dropoff_scan,2025-03-11 18:00,16
380,250,pickup_scan,2025-01-27 14:00,14
381,250,dropoff_scan,2025-01-30 13:00,12
382,252,pickup_scan,2025-06-12 18:00,7
383,252,dropoff_scan,2025-06-17 05:00,21
384,253,pickup_scan,2025-04-25 02:00,20
385,253,dropoff_scan,2025-04-25 22:00,20
386,254,pickup_scan,2025-05-18 11:00,10
387,254,dropoff_scan,2025-05-21 14:00,1
388,255,pickup_scan,2025-01-10 15:00,5
389,256,pickup_scan,2025-11-04 14:00,24
390,256,dropoff_scan,2025-11-05 09:00,22
391,257,pickup_scan,2025-11-09 15:00,1
392,257,dropoff_scan,2025-11-15 08:00,17
393,258,pickup_scan,2025-07-23 07:00,13
394,258,dropoff_scan,2025-07-24 16:00,25
395,259,pickup_scan,2025-02-20 23:00,25
396,259,dropoff_scan,2025-02-25 17:00,15
397,260,pickup_scan,2025-10-16 12:00,8
398,262,pickup_scan,2025-12-10 23:00,11
399,262,dropoff_scan,2025-12-17 09:00,19
400,263,pickup_scan,2025-06-30 21:00,13
401,263,dropoff_scan,2025-07-07 21:00,7
402,264,pickup_scan,2025-01-10 06:00,18
403,264,dropoff_scan,2025-01-15 08:00,5
404,266,pickup_scan,2025-03-17 23:00,20
405,266,dropoff_scan,2025-03-22 19:00,2
406,267,pickup_scan,2025-11-11 21:00,8
407,267,dropoff_scan,2025-11-17 04:00,25
408,268,pickup_scan,2025-12-15 19:00,9
409,268,dropoff_scan,2025-12-20 10:00,9
410,269,pickup_scan,2025-06-09 03:00,7
411,269,dropoff_scan,2025-06-11 02:00,18
412,270,pickup_scan,2025-11-05 07:00,12
413,270,dropoff_scan,2025-11-05 10:00,17
414,271,pickup_scan,2025-08-06 07:00,17
415,271,dropoff_scan,2025-08-10 11:00,4
416,272,pickup_scan,2025-03-18 03:00,18
417,273,pickup_scan,2025-04-27 15:00,14
418,273,dropoff_scan,2025-05-02 17:00,1
419,274,pickup_scan,2025-12-30 13:00,24
420,274,dropoff_scan,2026-01-04 15:00,4
421,275,pickup_scan,2025-02-09 21:00,22
422,277,pickup_scan,2025-01-15 06:00,18
423,277,dropoff_scan,2025-01-21 00:00,14
424,278,pickup_scan,2025-08-11 07:00,20
425,278,dropoff_scan,2025-08-12 11:00,18
426,279,pickup_scan,2025-09-07 13:00,9
427,279,dropoff_scan,2025-09-12 23:00,1
428,280,pickup_scan,2025-07-04 15:00,19
429,280,dropoff_scan,2025-07-07 22:00,25
430,281,pickup_scan,2025-11-24 06:00,6
431,281,dropoff_scan,2025-11-24 08:00,11
432,282,pickup_scan,2025-10-09 17:00,12
433,282,dropoff_scan,2025-10-15 22:00,13
434,283,pickup_scan,2025-03-18 14:00,23
435,283,dropoff_scan,2025-03-24 22:00,10
436,284,pickup_scan,2025-11-30 17:00,3
437,284,dropoff_scan,2025-11-30 19:00,7
438,285,pickup_scan,2025-10-01 22:00,11
439,285,dropoff_scan,2025-10-04 20:00,10
440,286,pickup_scan,2025-01-02 05:00,13
441,286,dropoff_scan,2025-01-04 03:00,2
442,287,pickup_scan,2025-12-20 17:00,16
443,287,dropoff_scan,2025-12-22 15:00,4
444,288,pickup_scan,2025-07-25 17:00,19
445,288,dropoff_scan,2025-07-27 16:00,6
446,289,pickup_scan,2025-12-07 03:00,8
447,289,dropoff_scan,2025-12-08 08:00,12
448,290,pickup_scan,2025-05-06 04:00,25
449,290,dropoff_scan,2025-05-08 07:00,20
450,291,pickup_scan,2025-04-09 13:00,22
451,291,dropoff_scan,2025-04-15 10:00,18
452,292,pickup_scan,2025-07-27 09:00,6
453,292,dropoff_scan,2025-07-31 07:00,8
454,293,pickup_scan,2025-08-31 18:00,24
455,293,dropoff_scan,2025-09-06 22:00,22
456,294,pickup_scan,2025-10-23 22:00,4
457,295,pickup_scan,2025-04-12 03:00,22
458,296,pickup_scan,2025-06-02 03:00,3
459,298,pickup_scan,2025-12-31 10:00,25
460,298,dropoff_scan,2026-01-02 15:00,25
461,299,pickup_scan,2025-11-21 13:00,5
462,300,pickup_scan,2025-01-06 13:00,23
463,301,pickup_scan,2025-01-14 23:00,1
464,301,dropoff_scan,2025-01-17 17:00,13
465,302,pickup_scan,2025-02-11 15:00,4
466,303,pickup_scan,2025-11-04 07:00,2
467,303,dropoff_scan,2025-11-09 05:00,21
468,305,pickup_scan,2025-05-13 23:00,2
469,305,dropoff_scan,2025-05-15 06:00,19
470,306,pickup_scan,2025-07-15 11:00,22
471,306,dropoff_scan,2025-07-15 10:00,1
472,307,pickup_scan,2025-09-24 19:00,25
473,307,dropoff_scan,2025-09-27 08:00,7
474,308,pickup_scan,2025-08-08 13:00,4
475,309,pickup_scan,2025-03-19 06:00,13
476,309,dropoff_scan,2025-03-22 23:00,14
477,311,pickup_scan,2025-05-25 23:00,15
478,311,dropoff_scan,2025-05-31 17:00,22
479,312,pickup_scan,2025-03-16 10:00,13
480,312,dropoff_scan,2025-03-18 18:00,16
481,313,pickup_scan,2025-05-21 05:00,1
482,313,dropoff_scan,2025-05-23 05:00,21
483,314,pickup_scan,2025-05-20 06:00,5
484,314,dropoff_scan,2025-05-25 08:00,5
485,315,pickup_scan,2025-03-22 00:00,20
486,315,dropoff_scan,2025-03-22 16:00,8
487,316,pickup_scan,2025-06-10 11:00,4
488,317,pickup_scan,2025-09-26 11:00,10
489,317,dropoff_scan,2025-09-27 03:00,20
490,318,pickup_scan,2025-08-21 17:00,18
491,319,pickup_scan,2025-12-08 10:00,11
492,319,dropoff_scan,2025-12-15 08:00,11
493,320,pickup_scan,2025-10-06 14:00,5
494,320,dropoff_scan,2025-10-11 09:00,20
495,321,pickup_scan,2025-05-04 14:00,22
496,321,dropoff_scan,2025-05-08 01:00,3
497,323,pickup_scan,2025-09-30 17:00,23
498,323,dropoff_scan,2025-09-30 12:00,10
499,324,pickup_scan,2025-11-04 04:00,6
500,324,dropoff_scan,2025-11-10 21:00,6
501,325,pickup_scan,2025-06-24 01:00,2
502,325,dropoff_scan,2025-06-30 04:00,1
503,326,pickup_scan,2025-11-04 10:00,18
504,326,dropoff_scan,2025-11-04 13:00,4
505,327,pickup_scan,2025-09-01 10:00,6
506,328,pickup_scan,2025-08-03 05:00,20
507,328,dropoff_scan,2025-08-04 19:00,1
508,329,pickup_scan,2025-07-12 14:00,10
509,330,pickup_scan,2025-06-27 04:00,11
510,330,dropoff_scan,2025-06-30 17:00,10
511,331,pickup_scan,2025-11-11 16:00,23
512,331,dropoff_scan,2025-11-17 03:00,11
513,332,pickup_scan,2025-02-04 14:00,2
514,333,pickup_scan,2025-11-17 21:00,22
515,334,pickup_scan,2025-11-22 20:00,1
516,334,dropoff_scan,2025-11-24 21:00,1
517,335,pickup_scan,2025-10-20 00:00,20
518,335,dropoff_scan,2025-10-23 06:00,5
519,336,pickup_scan,2025-10-11 07:00,4
520,337,pickup_scan,2025-12-25 18:00,11
521,337,dropoff_scan,2025-12-25 20:00,8
522,338,pickup_scan,2025-07-18 01:00,4
523,338,dropoff_scan,2025-07-19 04:00,10
524,339,pickup_scan,2025-08-03 17:00,23
525,340,pickup_scan,2025-04-21 11:00,5
526,340,dropoff_scan,2025-04-28 07:00,10
527,341,pickup_scan,2025-05-27 19:00,1
528,341,dropoff_scan,2025-05-30 11:00,8
529,342,pickup_scan,2025-05-05 13:00,25
530,343,pickup_scan,2025-03-14 01:00,9
531,344,pickup_scan,2025-08-05 18:00,13
532,345,pickup_scan,2025-05-27 15:00,7
533,346,pickup_scan,2025-10-16 12:00,17
534,346,dropoff_scan,2025-10-18 19:00,18
535,347,pickup_scan,2025-05-27 14:00,7
536,347,dropoff_scan,2025-05-31 23:00,21
537,348,pickup_scan,2025-06-13 19:00,4
538,349,pickup_scan,2025-01-20 12:00,23
539,349,dropoff_scan,2025-01-25 01:00,14
540,350,pickup_scan,2025-08-05 06:00,14
541,350,dropoff_scan,2025-08-10 20:00,16
542,351,pickup_scan,2025-04-17 15:00,12
543,351,dropoff_scan,2025-04-22 17:00,8
544,352,pickup_scan,2025-02-19 00:00,7
545,352,dropoff_scan,2025-02-22 04:00,25
546,353,pickup_scan,2025-04-02 18:00,11
547,353,dropoff_scan,2025-04-08 04:00,17
548,354,pickup_scan,2025-10-06 18:00,18
549,354,dropoff_scan,2025-10-12 16:00,16
550,355,pickup_scan,2025-12-22 00:00,5
551,355,dropoff_scan,2025-12-25 04:00,5
552,356,pickup_scan,2025-01-27 13:00,22
553,357,pickup_scan,2025-06-29 17:00,1
554,358,pickup_scan,2025-07-15 02:00,8
555,359,pickup_scan,2025-09-02 22:00,3
556,360,pickup_scan,2025-03-10 16:00,11
557,360,dropoff_scan,2025-03-15 05:00,17
558,361,pickup_scan,2025-05-26 23:00,22
559,362,pickup_scan,2025-12-21 12:00,22
560,362,dropoff_scan,2025-12-25 16:00,10
561,363,pickup_scan,2025-07-21 02:00,7
562,363,dropoff_scan,2025-07-21 16:00,16
563,364,pickup_scan,2025-05-01 11:00,24
564,366,pickup_scan,2025-04-04 02:00,13
565,367,pickup_scan,2025-11-22 14:00,12
566,367,dropoff_scan,2025-11-27 23:00,3
567,368,pickup_scan,2025-10-08 09:00,4
568,368,dropoff_scan,2025-10-13 01:00,19
569,369,pickup_scan,2025-04-30 17:00,17
570,370,pickup_scan,2025-07-29 14:00,6
571,370,dropoff_scan,2025-08-02 08:00,6
